fact_id,unique_id,time_id,location_id,indicator_key,batch_id,data_value
740,216551,18,21,6,1,32.91
741,216629,18,59,6,1,35.26
742,176039,18,132,5,1,16.3
743,176040,18,121,5,1,16.21
744,222512,18,138,6,1,32.66
745,166813,18,43,5,1,19.14
746,176031,18,135,5,1,25.28
747,169473,18,9,4,1,10.77
748,166821,18,45,5,1,17.1
749,176035,18,113,5,1,16.49
750,176013,18,109,5,1,20.18
751,176024,18,105,5,1,21.81
752,166810,18,14,5,1,21.94
753,177903,18,109,4,1,11.12
754,169513,18,52,4,1,9.97
755,179587,18,5,4,1,9.9
756,216569,18,25,6,1,34.48
757,221942,18,90,6,1,34.81
758,166815,18,42,5,1,18.97
759,216533,18,37,6,1,34.55
760,173715,18,99,4,1,11.02
761,177906,18,134,4,1,10.87
762,216623,18,52,6,1,33.7
763,173713,18,68,4,1,10.03
764,222578,18,139,6,1,33.58
765,216545,18,33,6,1,33.72
766,222590,18,100,6,1,33.84
767,221966,18,94,6,1,27.79
768,221978,18,85,6,1,32.42
769,176041,18,131,5,1,14.32
770,169489,18,6,4,1,10.19
771,166858,18,52,5,1,10.74
772,166857,18,55,5,1,14.62
773,172178,18,77,5,1,16.61
774,216539,18,64,6,1,33.81
775,166817,18,26,5,1,20.62
776,166843,18,37,5,1,17.79
777,222476,18,103,6,1,33.35
778,172189,18,96,5,1,23.58
779,172190,18,83,5,1,18.77
780,219968,18,1,6,1,34.61
781,216557,18,48,6,1,33.69
782,216449,18,20,6,1,34.35
783,173714,18,73,4,1,9.89
784,216581,18,35,6,1,33.2
785,166845,18,33,5,1,18.7
786,166808,18,60,5,1,26.96
787,172184,18,73,5,1,12.25
788,177920,18,118,4,1,12.1
789,216527,18,24,6,1,36.58
790,216521,18,18,6,1,33.63
791,169492,18,16,4,1,9.86
792,221990,18,89,6,1,34.02
793,221936,18,81,6,1,33.78
794,216365,18,42,6,1,33.72
795,166802,18,29,5,1,27.46
796,222488,18,104,6,1,36.6
797,216353,18,43,6,1,33.99
798,173702,18,84,4,1,10.23
799,173730,18,94,4,1,11.76
800,173716,18,97,4,1,10.64
801,173723,18,87,4,1,10.2
802,173701,18,82,4,1,10.15
803,216287,18,29,6,1,27.74
804,172197,18,88,5,1,8.25
805,216503,18,23,6,1,33.48
806,216497,18,16,6,1,37.9
807,222410,18,125,6,1,35.09
